               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  68,            0.035185,            0.042755,            0.015838,             0.49258,             0.46581,             0.43622,             0.30131,              0.0423,            0.035587,            0.040431,           0.0066671,           0.0066671,           0.0066671
                  69,            0.034585,            0.041982,            0.015446,             0.50202,             0.44685,             0.43914,             0.30396,            0.042137,             0.03465,            0.041607,           0.0065843,           0.0065843,           0.0065843
                  70,            0.034697,            0.041824,            0.015411,             0.50993,             0.44544,             0.43262,             0.30027,            0.042891,            0.036114,            0.043122,           0.0065013,           0.0065013,           0.0065013
                  71,            0.034279,            0.041048,            0.016009,             0.48723,             0.46298,             0.44045,             0.30305,              0.0425,            0.035505,            0.042013,           0.0064181,           0.0064181,           0.0064181
                  72,            0.034575,            0.043029,            0.015006,             0.48962,             0.46934,             0.43112,             0.29734,            0.042263,            0.035479,            0.041687,           0.0063347,           0.0063347,           0.0063347
                  73,            0.033962,            0.040901,            0.014621,             0.52966,               0.415,             0.42907,             0.29649,            0.042698,            0.036166,            0.043914,           0.0062512,           0.0062512,           0.0062512
                  74,            0.034423,             0.04229,            0.014497,             0.46153,              0.4599,             0.42341,             0.28934,            0.042258,             0.03512,            0.043269,           0.0061675,           0.0061675,           0.0061675
                  75,             0.03373,            0.040683,            0.014567,             0.56019,             0.41677,              0.4407,             0.30662,            0.042807,            0.035413,            0.043167,           0.0060838,           0.0060838,           0.0060838
                  76,            0.034217,            0.042031,            0.014394,             0.49268,             0.49368,             0.46235,             0.32035,            0.043254,            0.035544,            0.042662,               0.006,               0.006,               0.006
                  77,            0.033448,            0.040102,            0.014494,             0.50262,             0.45031,             0.43579,             0.29958,            0.042583,            0.035908,            0.042753,           0.0059162,           0.0059162,           0.0059162
                  78,            0.033372,             0.03989,            0.013848,             0.49717,             0.47003,             0.45432,              0.3153,             0.04251,            0.036119,            0.043138,           0.0058325,           0.0058325,           0.0058325
                  79,            0.033354,            0.039939,             0.01399,              0.4987,             0.45193,             0.43785,             0.30438,            0.042994,            0.035717,            0.043482,           0.0057488,           0.0057488,           0.0057488
                  80,            0.033511,            0.040136,            0.013635,             0.56858,             0.45489,             0.45808,             0.31942,            0.043473,            0.035471,             0.04229,           0.0056653,           0.0056653,           0.0056653
                  81,             0.03324,            0.040249,            0.013519,             0.50839,             0.47689,             0.44735,             0.31362,             0.04289,            0.035383,            0.043151,           0.0055819,           0.0055819,           0.0055819
                  82,            0.033227,            0.040978,            0.013282,             0.54442,             0.45254,             0.45398,             0.31681,            0.042593,             0.03517,            0.044494,           0.0054987,           0.0054987,           0.0054987
                  83,            0.033271,            0.040511,            0.013318,             0.51533,             0.48228,             0.46016,             0.31692,            0.042842,            0.035508,            0.043991,           0.0054157,           0.0054157,           0.0054157
                  84,            0.032954,            0.039525,            0.013325,             0.50751,             0.46463,             0.45229,             0.31317,            0.042841,            0.035687,              0.0433,           0.0053329,           0.0053329,           0.0053329
                  85,            0.032385,            0.039742,            0.012963,             0.55123,             0.44688,             0.46345,             0.32503,            0.042495,            0.035507,            0.042738,           0.0052505,           0.0052505,           0.0052505
                  86,            0.032555,            0.039364,            0.012723,             0.54679,             0.45673,             0.45323,             0.31965,            0.042922,            0.035836,            0.043574,           0.0051684,           0.0051684,           0.0051684
                  87,            0.032336,            0.038267,               0.013,             0.57224,             0.43328,             0.45366,             0.32339,            0.042905,            0.036496,            0.044271,           0.0050866,           0.0050866,           0.0050866
                  88,            0.032095,            0.039083,            0.012363,             0.54474,             0.46548,              0.4646,              0.3285,            0.043421,            0.036089,            0.044062,           0.0050052,           0.0050052,           0.0050052
                  89,            0.032487,            0.039252,              0.0127,             0.56418,             0.44039,              0.4574,             0.31838,            0.043051,            0.036419,            0.043708,           0.0049243,           0.0049243,           0.0049243
                  90,            0.031718,            0.038949,             0.01189,             0.54235,             0.45879,             0.45422,             0.31744,            0.043153,            0.037195,            0.043565,           0.0048439,           0.0048439,           0.0048439
                  91,            0.031842,            0.039417,            0.011739,             0.50599,             0.46613,             0.45077,             0.31792,            0.042811,            0.035943,            0.044593,           0.0047639,           0.0047639,           0.0047639
                  92,            0.031749,             0.03852,            0.011615,             0.52368,             0.47849,             0.45879,             0.32285,            0.043104,            0.036025,            0.044787,           0.0046845,           0.0046845,           0.0046845
                  93,            0.031696,            0.038028,            0.011815,             0.54752,             0.48447,             0.46955,              0.3297,            0.042607,            0.036407,            0.044403,           0.0046057,           0.0046057,           0.0046057
                  94,            0.031685,            0.038325,            0.011984,             0.52532,             0.46348,             0.45678,             0.32149,             0.04317,            0.036047,            0.045123,           0.0045275,           0.0045275,           0.0045275
                  95,            0.031297,            0.039442,            0.011765,             0.53261,             0.45157,             0.45522,              0.3193,            0.043249,            0.036171,            0.045093,           0.0044499,           0.0044499,           0.0044499
                  96,            0.031347,            0.037271,             0.01173,             0.50551,             0.47244,             0.45388,             0.31959,            0.043095,            0.036397,             0.04431,           0.0043731,           0.0043731,           0.0043731
                  97,             0.03123,            0.037101,            0.011336,             0.53477,             0.46203,             0.45975,             0.32371,            0.042997,            0.037189,            0.044455,           0.0042969,           0.0042969,           0.0042969
                  98,            0.030953,            0.037641,              0.0113,             0.56293,             0.44883,             0.45847,              0.3225,            0.042692,            0.037053,            0.045278,           0.0042215,           0.0042215,           0.0042215
                  99,            0.030957,             0.03781,             0.01114,             0.56221,             0.44562,             0.45833,             0.31999,            0.042999,            0.036775,            0.045866,           0.0041468,           0.0041468,           0.0041468
                 100,            0.031181,             0.03758,            0.011147,             0.57052,              0.4497,             0.46339,             0.32508,             0.04311,            0.037022,            0.045626,            0.004073,            0.004073,            0.004073
                 101,            0.030773,            0.037137,            0.011295,             0.55208,             0.45246,              0.4611,             0.32675,            0.043099,            0.037266,            0.045436,               0.004,               0.004,               0.004
                 102,            0.030509,            0.036224,            0.011156,             0.53632,             0.48709,             0.47097,             0.33089,            0.043211,             0.03658,            0.045151,           0.0039279,           0.0039279,           0.0039279
                 103,            0.030787,            0.037405,            0.010746,             0.52891,             0.48932,             0.46365,             0.32882,            0.043226,            0.036902,            0.045095,           0.0038567,           0.0038567,           0.0038567
                 104,            0.030424,            0.037375,            0.010872,             0.58976,             0.43121,             0.46365,             0.32376,            0.043005,            0.036626,            0.045783,           0.0037864,           0.0037864,           0.0037864
                 105,            0.030343,            0.037788,            0.010446,             0.56222,             0.46961,             0.46821,             0.33244,            0.042763,            0.036669,             0.04617,           0.0037171,           0.0037171,           0.0037171
                 106,            0.030488,            0.037144,            0.010216,             0.57752,             0.47526,             0.47314,             0.33488,            0.043568,            0.037262,             0.04623,           0.0036489,           0.0036489,           0.0036489
                 107,            0.030049,            0.036555,            0.010337,             0.56278,             0.44566,             0.46646,             0.33185,            0.043267,            0.037102,            0.046103,           0.0035816,           0.0035816,           0.0035816
                 108,            0.029763,            0.036504,            0.010163,             0.53596,              0.4603,              0.4561,             0.32542,            0.043754,            0.037707,            0.046187,           0.0035154,           0.0035154,           0.0035154
                 109,            0.030069,            0.036863,            0.010193,             0.50094,              0.4823,             0.45392,             0.31948,            0.043599,            0.037339,            0.046673,           0.0034503,           0.0034503,           0.0034503
                 110,            0.029619,            0.036289,            0.010051,             0.52551,             0.46709,             0.45994,             0.32722,            0.043512,            0.037104,            0.046467,           0.0033863,           0.0033863,           0.0033863
                 111,            0.029599,            0.036192,            0.010269,             0.54051,             0.46626,             0.46644,             0.32892,            0.043561,            0.037239,            0.045988,           0.0033235,           0.0033235,           0.0033235
                 112,            0.029534,            0.036173,            0.010086,             0.54797,             0.45561,             0.46056,             0.32697,             0.04369,            0.037413,            0.046418,           0.0032618,           0.0032618,           0.0032618
                 113,            0.028991,            0.035062,           0.0098343,             0.58922,             0.43026,             0.45897,             0.32968,            0.043754,             0.03779,            0.046346,           0.0032013,           0.0032013,           0.0032013
                 114,            0.029017,            0.035261,           0.0095283,             0.60047,             0.42542,             0.45691,             0.32839,            0.043579,            0.037694,            0.046361,           0.0031421,           0.0031421,           0.0031421
                 115,            0.029193,            0.036021,           0.0097682,             0.57633,             0.45023,             0.46659,             0.33578,            0.043848,            0.037639,            0.046092,           0.0030841,           0.0030841,           0.0030841
                 116,            0.028719,            0.035631,           0.0092581,              0.5683,             0.45346,             0.46425,             0.33408,            0.043764,            0.037633,            0.046328,           0.0030274,           0.0030274,           0.0030274
                 117,            0.028697,            0.035034,           0.0096924,              0.5829,               0.442,             0.46423,             0.33418,            0.044018,            0.038093,            0.046268,            0.002972,            0.002972,            0.002972
                 118,             0.02863,            0.035067,           0.0096229,             0.51289,             0.48066,             0.46164,             0.33056,             0.04388,            0.037705,            0.046287,           0.0029179,           0.0029179,           0.0029179
                 119,            0.028661,             0.03523,           0.0094966,             0.53053,             0.47304,             0.46826,             0.33653,            0.043906,            0.037719,            0.046482,           0.0028652,           0.0028652,           0.0028652
