               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.031991,            0.039513,            0.011331,             0.93028,             0.84921,             0.93606,             0.74154,            0.022415,            0.015767,           0.0030768,           0.0082897,           0.0082897,           0.0082897
                 155,            0.032474,            0.038906,            0.011956,             0.94199,             0.84218,             0.93662,             0.74337,            0.022373,            0.015732,           0.0030577,           0.0082691,           0.0082691,           0.0082691
                 156,             0.03224,            0.038396,            0.012103,             0.93783,             0.84746,             0.93692,             0.74314,            0.022337,            0.015709,           0.0030418,           0.0082483,           0.0082483,           0.0082483
                 157,            0.032315,            0.038894,            0.011701,             0.93342,             0.85161,             0.93724,             0.74373,            0.022302,             0.01569,           0.0030249,           0.0082275,           0.0082275,           0.0082275
                 158,             0.03224,            0.039271,            0.011875,             0.92967,             0.85615,             0.93786,             0.74438,            0.022264,            0.015663,           0.0030056,           0.0082066,           0.0082066,           0.0082066
                 159,            0.032142,            0.039297,            0.011651,             0.92896,             0.85815,             0.93831,             0.74458,            0.022228,            0.015635,           0.0029904,           0.0081856,           0.0081856,           0.0081856
                 160,            0.031756,            0.038701,            0.011261,             0.93272,             0.85613,             0.93861,             0.74556,            0.022198,            0.015616,           0.0029722,           0.0081645,           0.0081645,           0.0081645
                 161,            0.032171,             0.03931,            0.011543,             0.93436,              0.8565,             0.93895,             0.74646,            0.022159,            0.015584,           0.0029564,           0.0081433,           0.0081433,           0.0081433
                 162,            0.031996,            0.038275,            0.011678,             0.93527,             0.85546,             0.93915,             0.74699,            0.022129,            0.015566,           0.0029458,            0.008122,            0.008122,            0.008122
                 163,            0.032322,            0.038421,            0.011638,             0.93154,             0.85856,             0.93946,             0.74793,            0.022092,            0.015539,           0.0029313,           0.0081007,           0.0081007,           0.0081007
                 164,            0.031809,            0.038527,            0.011567,             0.93681,             0.85599,             0.93996,             0.74831,            0.022058,            0.015511,            0.002916,           0.0080793,           0.0080793,           0.0080793
                 165,             0.03201,            0.037725,            0.011821,             0.93466,             0.85829,             0.94071,             0.74877,            0.022027,             0.01549,           0.0029016,           0.0080578,           0.0080578,           0.0080578
                 166,            0.031764,            0.037976,            0.011007,             0.94071,             0.85416,             0.94122,             0.74957,            0.021992,            0.015464,           0.0028893,           0.0080362,           0.0080362,           0.0080362
                 167,            0.032074,            0.038734,            0.011345,             0.94242,             0.85298,             0.94169,             0.75017,            0.021963,            0.015442,           0.0028793,           0.0080145,           0.0080145,           0.0080145
                 168,            0.031749,            0.038384,            0.011527,             0.94413,             0.85247,             0.94196,              0.7509,            0.021935,            0.015419,           0.0028659,           0.0079927,           0.0079927,           0.0079927
                 169,            0.031874,            0.037692,            0.011207,             0.94415,             0.85337,              0.9422,             0.75121,             0.02191,            0.015399,           0.0028544,           0.0079709,           0.0079709,           0.0079709
                 170,            0.031658,            0.038971,            0.011364,             0.93783,             0.85851,             0.94274,             0.75193,            0.021881,            0.015377,            0.002842,            0.007949,            0.007949,            0.007949
                 171,            0.031981,            0.038541,            0.011163,             0.94368,             0.85443,              0.9429,             0.75205,            0.021855,            0.015361,           0.0028331,            0.007927,            0.007927,            0.007927
                 172,            0.031857,            0.038079,            0.011616,             0.94651,             0.85262,             0.94331,             0.75272,            0.021831,            0.015343,           0.0028238,            0.007905,            0.007905,            0.007905
                 173,            0.031714,            0.038418,            0.011116,             0.94581,              0.8536,             0.94357,             0.75338,            0.021806,            0.015326,           0.0028144,           0.0078828,           0.0078828,           0.0078828
                 174,             0.03147,            0.038437,            0.011483,             0.92884,              0.8676,             0.94362,              0.7541,            0.021778,            0.015308,           0.0028049,           0.0078606,           0.0078606,           0.0078606
                 175,            0.031268,            0.038715,            0.010942,             0.93351,             0.86377,             0.94371,             0.75462,            0.021753,            0.015288,           0.0027966,           0.0078383,           0.0078383,           0.0078383
                 176,            0.031586,            0.038035,            0.011033,              0.9318,             0.86574,             0.94391,             0.75494,            0.021729,             0.01527,           0.0027883,            0.007816,            0.007816,            0.007816
                 177,            0.031794,            0.037732,            0.011398,             0.94011,             0.85975,             0.94431,             0.75518,            0.021705,            0.015254,           0.0027791,           0.0077935,           0.0077935,           0.0077935
                 178,             0.03179,            0.038929,            0.011545,             0.92823,             0.87009,             0.94474,             0.75581,            0.021681,            0.015235,           0.0027697,            0.007771,            0.007771,            0.007771
                 179,              0.0318,            0.038886,            0.011769,              0.9341,             0.86666,             0.94498,             0.75629,            0.021661,            0.015223,           0.0027633,           0.0077485,           0.0077485,           0.0077485
                 180,            0.031314,            0.037536,            0.011391,              0.9355,             0.86594,             0.94515,             0.75653,            0.021637,            0.015207,           0.0027566,           0.0077258,           0.0077258,           0.0077258
                 181,            0.031516,            0.037787,            0.011173,             0.93146,              0.8695,             0.94509,             0.75691,            0.021612,             0.01519,           0.0027489,           0.0077031,           0.0077031,           0.0077031
                 182,            0.031247,              0.0377,            0.011073,             0.94308,             0.86049,             0.94542,             0.75712,            0.021591,            0.015176,           0.0027409,           0.0076803,           0.0076803,           0.0076803
                 183,            0.031698,            0.038409,             0.01105,             0.92906,             0.87233,             0.94572,             0.75761,            0.021569,            0.015159,           0.0027329,           0.0076575,           0.0076575,           0.0076575
                 184,            0.031076,            0.037357,            0.010808,             0.93058,             0.87123,             0.94591,             0.75761,            0.021547,            0.015145,           0.0027251,           0.0076346,           0.0076346,           0.0076346
                 185,            0.031428,            0.038048,            0.010925,             0.92643,             0.87492,             0.94618,             0.75834,            0.021526,            0.015128,           0.0027175,           0.0076116,           0.0076116,           0.0076116
                 186,            0.031571,            0.038186,             0.01078,             0.93029,             0.87199,             0.94633,             0.75852,            0.021502,            0.015111,            0.002709,           0.0075886,           0.0075886,           0.0075886
                 187,            0.031232,            0.038426,            0.010686,             0.92671,             0.87498,             0.94627,               0.759,            0.021481,            0.015096,           0.0027019,           0.0075655,           0.0075655,           0.0075655
                 188,            0.031132,            0.038243,            0.010267,             0.93881,             0.86519,             0.94651,             0.75916,            0.021458,             0.01508,           0.0026936,           0.0075423,           0.0075423,           0.0075423
